Age,Education_Level,Years_of_Experience,Industry,Job_Role,Company_Size,Job_Level,Routine_Task_Percentage,Creativity_Requirement,Human_Interaction_Level,AI_Adoption_Level,Number_of_AI_Tools_Used,AI_Usage_Hours_Per_Week,Tasks_Automated_Percentage,AI_Training_Hours,Layoff_Risk
50.0,Master's,15.0,Manufacturing,Operator,Small,Entry,68.0,34.0,22.0,Medium,3.0,7.0,45.0,23.0,High
26.0,High School,0.0,Telecom,Network Engineer,Large,Senior,43.0,71.0,54.0,Low,0.0,5.0,39.0,1.0,Medium
23.0,High School,2.0,Logistics,Dispatcher,Medium,Entry,87.0,0.0,52.0,Medium,5.0,7.0,57.0,26.0,High
37.0,Bachelor's,14.0,Finance,Accountant,Medium,Entry,76.0,36.0,84.0,Medium,3.0,14.0,69.0,16.0,High
40.0,Bachelor's,0.0,Retail,Inventory Analyst,Small,Mid,21.0,82.0,50.0,Low,2.0,4.0,13.0,3.0,Medium
31.0,Bachelor's,8.0,IT,Data Analyst,Medium,Mid,72.0,24.0,37.0,Medium,5.0,14.0,67.0,21.0,High
59.0,Bachelor's,3.0,Healthcare,Health Analyst,Medium,Mid,76.0,25.0,58.0,Medium,4.0,10.0,51.0,16.0,Medium
23.0,High School,2.0,IT,Software Engineer,Medium,Mid,41.0,61.0,85.0,Low,0.0,4.0,35.0,7.0,Medium
44.0,Bachelor's,8.0,Retail,Inventory Analyst,Large,Entry,76.0,33.0,38.0,Medium,2.0,7.0,37.0,9.0,High
43.0,High School,11.0,IT,Data Analyst,Medium,Entry,20.0,69.0,38.0,Low,1.0,0.0,19.0,7.0,Medium
21.0,PhD,0.0,Finance,Financial Analyst,Medium,Entry,85.0,21.0,22.0,Medium,5.0,7.0,79.0,18.0,High
59.0,Bachelor's,4.0,Logistics,Warehouse Manager,Medium,Entry,69.0,39.0,45.0,Medium,4.0,11.0,48.0,26.0,High
31.0,PhD,8.0,Retail,Inventory Analyst,Medium,Mid,67.0,43.0,33.0,Medium,2.0,14.0,50.0,19.0,Medium
36.0,PhD,0.0,Healthcare,Nurse,Medium,Entry,41.0,57.0,98.0,Low,0.0,3.0,20.0,5.0,Low
58.0,Bachelor's,14.0,Telecom,Network Engineer,Small,Entry,null,32.0,68.0,Medium,4.0,10.0,74.0,8.0,High
29.0,High School,6.0,Retail,Sales Associate,Medium,Entry,27.0,74.0,38.0,Low,0.0,0.0,12.0,8.0,Medium
51.0,Master's,14.0,Finance,Accountant,Small,Entry,63.0,19.0,48.0,Medium,5.0,14.0,37.0,15.0,High
59.0,Master's,3.0,Finance,Financial Analyst,Large,Entry,34.0,65.0,52.0,Low,0.0,5.0,22.0,7.0,Medium
53.0,Master's,5.0,Education,Academic Coordinator,Large,Entry,78.0,31.0,88.0,Medium,4.0,11.0,53.0,6.0,Medium
50.0,Master's,15.0,IT,Software Engineer,Large,Senior,57.0,42.0,94.0,Low,1.0,3.0,56.0,1.0,Low
44.0,Master's,13.0,Manufacturing,Operator,Medium,Entry,59.0,39.0,76.0,Low,2.0,3.0,51.0,6.0,High
39.0,Bachelor's,13.0,IT,Software Engineer,Medium,Mid,46.0,50.0,52.0,Low,1.0,3.0,28.0,8.0,Medium
44.0,Master's,11.0,Logistics,Dispatcher,Large,Entry,35.0,61.0,58.0,Low,0.0,2.0,32.0,7.0,Medium
48.0,Bachelor's,9.0,Healthcare,Health Analyst,Medium,Mid,22.0,89.0,45.0,Low,2.0,2.0,21.0,2.0,Low
50.0,Bachelor's,15.0,Education,Research Assistant,Small,Entry,21.0,74.0,90.0,Low,0.0,2.0,19.0,7.0,Low
53.0,Bachelor's,6.0,Manufacturing,Quality Engineer,Large,Entry,69.0,35.0,91.0,Medium,4.0,12.0,43.0,10.0,High
24.0,Bachelor's,1.0,Education,Research Assistant,Medium,Mid,28.0,50.0,38.0,Low,2.0,5.0,24.0,8.0,Low
42.0,Bachelor's,3.0,Retail,Sales Associate,Medium,Entry,25.0,79.0,52.0,Low,2.0,0.0,13.0,5.0,Medium
31.0,High School,10.0,Telecom,Network Engineer,Medium,Senior,29.0,63.0,74.0,Low,2.0,5.0,19.0,7.0,Low
41.0,High School,8.0,Finance,Accountant,Small,Mid,17.0,87.0,88.0,Low,0.0,3.0,16.0,0.0,Low
51.0,High School,14.0,Logistics,Warehouse Manager,Large,Entry,84.0,43.0,68.0,Medium,2.0,10.0,56.0,9.0,High
49.0,Bachelor's,14.0,Retail,Inventory Analyst,Medium,Entry,69.0,8.0,93.0,High,9.0,19.0,50.0,50.0,High
28.0,PhD,7.0,Healthcare,Nurse,Medium,Mid,87.0,22.0,90.0,Medium,3.0,7.0,68.0,21.0,Medium
55.0,Master's,11.0,Education,Academic Coordinator,Medium,Mid,54.0,56.0,44.0,Medium,4.0,13.0,48.0,24.0,Low
32.0,Bachelor's,3.0,Finance,Financial Analyst,Medium,Mid,71.0,31.0,45.0,Medium,5.0,6.0,34.0,25.0,Medium
46.0,Master's,15.0,Manufacturing,Production Supervisor,Medium,Mid,78.0,28.0,40.0,Medium,3.0,7.0,38.0,23.0,High
55.0,Bachelor's,6.0,Healthcare,Medical Assistant,Large,Entry,24.0,89.0,61.0,Low,0.0,0.0,19.0,5.0,Low
48.0,Master's,2.0,Finance,Auditor,Small,Senior,39.0,66.0,57.0,Low,1.0,5.0,22.0,9.0,Low
49.0,Bachelor's,6.0,Manufacturing,Quality Engineer,Small,Senior,31.0,66.0,54.0,Low,0.0,0.0,19.0,4.0,Low
49.0,Bachelor's,9.0,Telecom,Network Engineer,Medium,Entry,91.0,20.0,49.0,High,5.0,19.0,63.0,42.0,High
35.0,High School,4.0,Finance,Auditor,Small,Mid,51.0,35.0,45.0,Medium,2.0,7.0,50.0,7.0,High
36.0,Master's,15.0,Healthcare,Health Analyst,Large,Entry,43.0,67.0,27.0,Low,0.0,4.0,35.0,9.0,Medium
51.0,Master's,9.0,Retail,Sales Associate,Medium,Mid,34.0,70.0,55.0,Low,2.0,0.0,18.0,0.0,Low
30.0,Master's,9.0,IT,Software Engineer,Medium,Entry,70.0,8.0,51.0,Medium,5.0,10.0,57.0,16.0,High
38.0,Master's,4.0,Telecom,Network Engineer,Medium,Mid,73.0,4.0,87.0,Low,1.0,4.0,66.0,5.0,High
35.0,Bachelor's,11.0,Manufacturing,Quality Engineer,Medium,Mid,11.0,94.0,57.0,Low,0.0,3.0,8.0,3.0,Low
40.0,Bachelor's,5.0,Manufacturing,Production Supervisor,Small,Mid,12.0,75.0,20.0,Low,0.0,2.0,6.0,5.0,Low
49.0,Bachelor's,0.0,Retail,Inventory Analyst,Large,Entry,90.0,11.0,78.0,High,6.0,24.0,85.0,44.0,High
35.0,Bachelor's,0.0,Manufacturing,Quality Engineer,Medium,Mid,60.0,47.0,59.0,Low,0.0,2.0,37.0,8.0,High
31.0,Bachelor's,10.0,Retail,Store Manager,Medium,Entry,63.0,26.0,84.0,Medium,3.0,9.0,52.0,17.0,High
32.0,Master's,3.0,Education,Academic Coordinator,Medium,Entry,82.0,14.0,79.0,High,10.0,20.0,49.0,30.0,Medium
47.0,Master's,9.0,Retail,Store Manager,Large,Senior,73.0,1.0,84.0,Medium,4.0,8.0,55.0,21.0,Medium
50.0,High School,12.0,Retail,Store Manager,Medium,Senior,94.0,11.0,65.0,High,9.0,20.0,77.0,49.0,High
43.0,Bachelor's,7.0,Logistics,Dispatcher,Medium,Entry,19.0,67.0,35.0,Low,1.0,5.0,15.0,6.0,Medium
41.0,Master's,8.0,Telecom,Operations Analyst,Medium,Mid,83.0,11.0,66.0,Medium,4.0,9.0,51.0,20.0,High
27.0,Bachelor's,6.0,Education,Research Assistant,Medium,Entry,62.0,20.0,47.0,Medium,4.0,14.0,44.0,14.0,Medium
43.0,Master's,5.0,IT,ML Engineer,Large,Mid,59.0,34.0,56.0,Medium,2.0,6.0,30.0,7.0,Medium
41.0,PhD,18.0,Telecom,Operations Analyst,Large,Senior,46.0,42.0,39.0,Low,0.0,4.0,31.0,3.0,Low
37.0,Master's,12.0,Manufacturing,Quality Engineer,Medium,Mid,64.0,36.0,56.0,Medium,2.0,6.0,31.0,19.0,Medium
52.0,Bachelor's,8.0,Logistics,Supply Chain Analyst,Small,Entry,64.0,32.0,48.0,Medium,2.0,12.0,50.0,26.0,High
39.0,Bachelor's,11.0,Manufacturing,Operator,Large,Senior,82.0,21.0,87.0,Medium,3.0,9.0,76.0,7.0,High
38.0,Bachelor's,4.0,IT,ML Engineer,Medium,Mid,28.0,86.0,42.0,Low,1.0,1.0,23.0,0.0,Low
37.0,Bachelor's,9.0,Healthcare,Health Analyst,Large,Mid,55.0,36.0,89.0,Low,2.0,5.0,45.0,5.0,Medium
57.0,Bachelor's,1.0,Finance,Financial Analyst,Large,Mid,28.0,77.0,61.0,Low,0.0,1.0,19.0,7.0,Medium
52.0,Bachelor's,10.0,Logistics,Dispatcher,Medium,Mid,52.0,53.0,88.0,Medium,5.0,13.0,37.0,26.0,Medium
43.0,Bachelor's,11.0,Retail,Sales Associate,Large,Mid,93.0,5.0,46.0,High,6.0,26.0,85.0,71.0,High
28.0,Bachelor's,7.0,Finance,Financial Analyst,Medium,Mid,71.0,42.0,34.0,Medium,2.0,8.0,67.0,9.0,High
31.0,Bachelor's,0.0,Telecom,Operations Analyst,Large,Entry,58.0,42.0,35.0,Low,0.0,2.0,46.0,9.0,High
47.0,Bachelor's,11.0,Finance,Accountant,Small,Mid,74.0,14.0,73.0,Medium,5.0,14.0,64.0,8.0,High
50.0,Master's,9.0,Retail,Store Manager,Medium,Mid,23.0,80.0,70.0,Low,1.0,3.0,19.0,3.0,Low
26.0,Master's,5.0,Logistics,Supply Chain Analyst,Medium,Entry,61.0,54.0,91.0,Medium,4.0,13.0,45.0,11.0,Medium
42.0,High School,9.0,Telecom,Support Specialist,Medium,Entry,75.0,16.0,33.0,High,6.0,16.0,49.0,62.0,High
38.0,High School,4.0,IT,Data Analyst,Small,Entry,51.0,56.0,72.0,Low,2.0,1.0,34.0,8.0,Medium
35.0,Master's,2.0,Healthcare,Nurse,Small,Mid,66.0,17.0,98.0,Medium,5.0,13.0,32.0,5.0,Medium
25.0,Bachelor's,4.0,Logistics,Dispatcher,Small,Entry,49.0,41.0,62.0,Medium,3.0,11.0,47.0,24.0,High
26.0,High School,5.0,Retail,Inventory Analyst,Medium,Mid,48.0,56.0,47.0,Low,1.0,5.0,24.0,2.0,Medium
53.0,Bachelor's,5.0,Manufacturing,Production Supervisor,Medium,Entry,14.0,93.0,92.0,Low,1.0,3.0,12.0,1.0,Low
37.0,Bachelor's,10.0,Healthcare,Medical Assistant,Medium,Entry,84.0,29.0,69.0,High,8.0,17.0,61.0,55.0,High
46.0,PhD,12.0,Healthcare,Health Analyst,Medium,Entry,75.0,3.0,39.0,Medium,2.0,7.0,35.0,5.0,Medium
52.0,Master's,11.0,Healthcare,Health Analyst,Medium,Mid,47.0,66.0,72.0,Low,2.0,1.0,45.0,3.0,Low
30.0,Master's,3.0,Healthcare,Health Analyst,Small,Mid,57.0,30.0,91.0,Medium,5.0,13.0,31.0,29.0,Low
60.0,High School,13.0,Manufacturing,Production Supervisor,Small,Entry,74.0,19.0,25.0,Medium,2.0,14.0,56.0,13.0,High
22.0,High School,1.0,Retail,Store Manager,Small,Entry,38.0,57.0,74.0,Low,1.0,3.0,19.0,7.0,High
28.0,Master's,7.0,Telecom,Operations Analyst,Medium,Entry,65.0,25.0,70.0,Medium,2.0,10.0,45.0,18.0,Medium
60.0,Bachelor's,2.0,Retail,Store Manager,Medium,Entry,19.0,66.0,67.0,Low,2.0,4.0,16.0,8.0,Medium
31.0,High School,7.0,Retail,Sales Associate,Small,Mid,44.0,64.0,29.0,Low,1.0,0.0,43.0,9.0,High
36.0,Bachelor's,12.0,Education,Academic Coordinator,Small,Entry,39.0,61.0,52.0,Medium,4.0,8.0,24.0,22.0,Low
25.0,Bachelor's,4.0,IT,Software Engineer,Medium,Senior,85.0,25.0,39.0,Medium,2.0,11.0,40.0,11.0,Medium
54.0,Bachelor's,9.0,Finance,Auditor,Medium,Mid,23.0,80.0,83.0,Low,1.0,1.0,13.0,0.0,Low
40.0,Master's,6.0,Manufacturing,Quality Engineer,Medium,Mid,12.0,87.0,71.0,Low,1.0,5.0,7.0,6.0,Low
48.0,PhD,11.0,Manufacturing,Production Supervisor,Large,Mid,27.0,68.0,40.0,Low,1.0,4.0,14.0,3.0,Low
27.0,Master's,6.0,Manufacturing,Operator,Small,Mid,34.0,50.0,69.0,Low,0.0,3.0,26.0,8.0,Medium
35.0,Master's,6.0,Manufacturing,Production Supervisor,Medium,Entry,55.0,31.0,40.0,Low,1.0,3.0,40.0,8.0,High
45.0,Bachelor's,4.0,IT,Software Engineer,Medium,Mid,10.0,100.0,84.0,Low,2.0,3.0,4.0,8.0,Low
58.0,Master's,6.0,Manufacturing,Production Supervisor,Medium,Entry,32.0,78.0,38.0,Low,2.0,5.0,29.0,4.0,Medium
31.0,Master's,10.0,Education,Teacher,Medium,Senior,71.0,47.0,78.0,Medium,2.0,14.0,66.0,12.0,Low
24.0,Bachelor's,3.0,Manufacturing,Quality Engineer,Small,Mid,90.0,13.0,63.0,Medium,2.0,11.0,74.0,20.0,High
32.0,Bachelor's,11.0,Telecom,Support Specialist,Small,Mid,21.0,74.0,24.0,Low,2.0,5.0,17.0,6.0,Low
53.0,Bachelor's,10.0,Finance,Accountant,Medium,Entry,65.0,47.0,35.0,Medium,5.0,11.0,64.0,6.0,High
43.0,Master's,4.0,Telecom,Operations Analyst,Large,Mid,36.0,61.0,82.0,Low,2.0,5.0,22.0,0.0,Low
59.0,Bachelor's,0.0,Finance,Financial Analyst,Medium,Mid,85.0,14.0,68.0,High,10.0,26.0,55.0,21.0,High
59.0,Bachelor's,8.0,Telecom,Support Specialist,Large,Entry,39.0,45.0,52.0,Low,0.0,5.0,21.0,2.0,Medium
40.0,High School,8.0,IT,ML Engineer,Medium,Senior,12.0,100.0,69.0,Low,0.0,4.0,5.0,3.0,Low
31.0,Bachelor's,2.0,Manufacturing,Production Supervisor,Medium,Entry,19.0,81.0,79.0,Low,0.0,1.0,17.0,9.0,Medium
58.0,Master's,13.0,Manufacturing,Quality Engineer,Small,Entry,48.0,67.0,88.0,Low,1.0,1.0,47.0,8.0,Medium
39.0,Master's,12.0,Education,Teacher,Small,Mid,11.0,89.0,89.0,Low,1.0,2.0,7.0,3.0,Low
59.0,Master's,12.0,Finance,Accountant,Small,Mid,63.0,42.0,83.0,Medium,5.0,6.0,35.0,5.0,Medium
56.0,Master's,9.0,Logistics,Supply Chain Analyst,Small,Mid,48.0,47.0,51.0,Medium,3.0,10.0,32.0,6.0,Medium
51.0,Master's,14.0,Education,Academic Coordinator,Large,Entry,93.0,15.0,36.0,Medium,2.0,8.0,59.0,13.0,High
39.0,Bachelor's,8.0,Healthcare,Medical Assistant,Small,Senior,12.0,68.0,26.0,Low,1.0,2.0,10.0,8.0,Low
45.0,Bachelor's,1.0,Education,Teacher,Medium,Entry,44.0,42.0,82.0,Low,1.0,3.0,32.0,9.0,Medium
26.0,High School,1.0,IT,ML Engineer,Medium,Mid,24.0,81.0,77.0,Low,0.0,4.0,17.0,4.0,Low
37.0,High School,5.0,Healthcare,Medical Assistant,Medium,Entry,63.0,41.0,58.0,Medium,3.0,14.0,42.0,16.0,High
27.0,Bachelor's,1.0,Finance,Auditor,Medium,Mid,60.0,30.0,31.0,Medium,2.0,8.0,37.0,11.0,High
26.0,Master's,5.0,Finance,Accountant,Medium,Senior,53.0,56.0,43.0,Medium,4.0,7.0,52.0,28.0,Low
24.0,Bachelor's,3.0,Retail,Sales Associate,Medium,Entry,33.0,49.0,59.0,Low,1.0,2.0,18.0,5.0,Medium
39.0,Bachelor's,8.0,Telecom,Support Specialist,Large,Mid,38.0,54.0,28.0,Low,0.0,5.0,30.0,3.0,Medium
23.0,Master's,0.0,Manufacturing,Production Supervisor,Large,Mid,79.0,6.0,32.0,Medium,4.0,14.0,78.0,12.0,High
58.0,Master's,6.0,Healthcare,Nurse,Medium,Senior,30.0,70.0,86.0,Low,1.0,4.0,19.0,9.0,Low
51.0,Bachelor's,11.0,Healthcare,Nurse,Medium,Mid,19.0,76.0,87.0,Low,2.0,3.0,14.0,8.0,Low
53.0,Bachelor's,9.0,Logistics,Warehouse Manager,Medium,Entry,13.0,91.0,78.0,Low,1.0,3.0,7.0,3.0,Low
33.0,Bachelor's,12.0,Telecom,Support Specialist,Large,Mid,51.0,36.0,52.0,Low,1.0,5.0,33.0,5.0,Medium
52.0,Master's,1.0,Telecom,Operations Analyst,Large,Mid,78.0,43.0,84.0,Medium,3.0,6.0,36.0,14.0,Medium
22.0,High School,1.0,Healthcare,Nurse,Small,Senior,37.0,50.0,87.0,Low,2.0,5.0,21.0,3.0,Low
27.0,High School,6.0,Education,Teacher,Medium,Entry,66.0,41.0,69.0,Low,2.0,4.0,34.0,6.0,Medium
25.0,Bachelor's,2.0,Retail,Inventory Analyst,Small,Mid,60.0,48.0,92.0,Medium,4.0,10.0,47.0,17.0,High
57.0,Master's,13.0,Telecom,Network Engineer,Large,Entry,52.0,36.0,50.0,Low,2.0,4.0,50.0,4.0,High
35.0,Master's,2.0,Manufacturing,Production Supervisor,Medium,Mid,42.0,59.0,57.0,Low,1.0,0.0,30.0,5.0,Medium
22.0,Bachelor's,1.0,Finance,Auditor,Medium,Senior,55.0,42.0,44.0,Medium,5.0,9.0,29.0,16.0,Medium
21.0,High School,0.0,Retail,Inventory Analyst,Medium,Senior,89.0,24.0,86.0,Medium,2.0,7.0,81.0,10.0,High
39.0,Master's,1.0,IT,ML Engineer,Large,Senior,20.0,70.0,34.0,Low,0.0,2.0,12.0,8.0,Low
30.0,PhD,9.0,Retail,Sales Associate,Small,Entry,11.0,91.0,41.0,Low,1.0,0.0,9.0,2.0,Low
26.0,Master's,5.0,Healthcare,Medical Assistant,Large,Mid,68.0,42.0,65.0,Medium,2.0,10.0,31.0,16.0,Low
35.0,Bachelor's,11.0,Healthcare,Medical Assistant,Large,Senior,16.0,82.0,64.0,Low,2.0,5.0,9.0,8.0,Low
27.0,PhD,6.0,IT,Data Analyst,Large,Entry,73.0,44.0,83.0,Medium,4.0,7.0,41.0,26.0,Medium
34.0,Bachelor's,9.0,Telecom,Operations Analyst,Medium,Entry,56.0,35.0,74.0,Medium,3.0,12.0,26.0,16.0,Medium
49.0,Bachelor's,9.0,Healthcare,Health Analyst,Medium,Entry,37.0,54.0,48.0,Medium,2.0,9.0,33.0,14.0,Medium
25.0,High School,4.0,Retail,Sales Associate,Large,Senior,77.0,23.0,79.0,Medium,2.0,13.0,56.0,10.0,High
55.0,Bachelor's,4.0,Telecom,Network Engineer,Medium,Mid,56.0,26.0,45.0,Medium,5.0,9.0,41.0,15.0,Medium
27.0,Bachelor's,6.0,Retail,Sales Associate,Medium,Entry,79.0,27.0,71.0,High,5.0,23.0,73.0,67.0,High
44.0,Bachelor's,6.0,Retail,Store Manager,Large,Mid,36.0,56.0,98.0,Low,2.0,3.0,19.0,1.0,Low
38.0,Master's,9.0,Manufacturing,Production Supervisor,Medium,Mid,17.0,79.0,54.0,Low,2.0,5.0,16.0,7.0,Low
28.0,High School,5.0,Logistics,Warehouse Manager,Medium,Entry,65.0,40.0,55.0,Medium,4.0,8.0,55.0,14.0,High
31.0,Bachelor's,9.0,Finance,Auditor,Medium,Entry,22.0,85.0,75.0,Low,1.0,5.0,14.0,6.0,Low
37.0,Master's,4.0,Telecom,Support Specialist,Medium,Mid,37.0,62.0,36.0,Low,1.0,5.0,28.0,4.0,Low
26.0,Master's,5.0,Manufacturing,Operator,Large,Mid,73.0,21.0,90.0,Medium,2.0,11.0,46.0,17.0,High
21.0,Bachelor's,0.0,IT,ML Engineer,Medium,Entry,71.0,35.0,61.0,Medium,4.0,10.0,53.0,12.0,High
34.0,PhD,13.0,Telecom,Support Specialist,Large,Entry,84.0,17.0,82.0,High,7.0,20.0,82.0,20.0,High
37.0,Master's,11.0,Manufacturing,Production Supervisor,Small,Entry,93.0,0.0,42.0,High,5.0,29.0,58.0,38.0,High
52.0,Bachelor's,8.0,Manufacturing,Production Supervisor,Small,Entry,81.0,20.0,21.0,Medium,4.0,8.0,46.0,16.0,High
24.0,Bachelor's,3.0,Healthcare,Medical Assistant,Medium,Mid,25.0,58.0,86.0,Low,1.0,1.0,21.0,5.0,Low
48.0,Master's,14.0,Healthcare,Health Analyst,Medium,Senior,41.0,72.0,57.0,Low,1.0,1.0,36.0,0.0,Low
55.0,Bachelor's,4.0,Education,Academic Coordinator,Medium,Senior,27.0,81.0,49.0,Low,0.0,3.0,17.0,4.0,Low
25.0,Master's,0.0,IT,Data Analyst,Medium,Mid,28.0,61.0,78.0,Low,2.0,5.0,27.0,0.0,Low
36.0,High School,8.0,Manufacturing,Production Supervisor,Large,Entry,33.0,67.0,24.0,Low,1.0,0.0,20.0,4.0,High
41.0,Bachelor's,11.0,Education,Teacher,Medium,Mid,87.0,19.0,87.0,High,8.0,15.0,83.0,63.0,High
36.0,Bachelor's,0.0,Education,Teacher,Medium,Mid,68.0,43.0,93.0,Low,1.0,0.0,50.0,5.0,Medium
23.0,Bachelor's,2.0,Education,Research Assistant,Large,Entry,53.0,53.0,73.0,Low,2.0,5.0,52.0,3.0,Medium
60.0,High School,0.0,Manufacturing,Quality Engineer,Medium,Mid,62.0,39.0,22.0,Medium,2.0,13.0,45.0,29.0,High
22.0,Master's,1.0,IT,Software Engineer,Medium,Entry,10.0,100.0,50.0,Low,2.0,1.0,8.0,9.0,Low
47.0,Bachelor's,14.0,Telecom,Operations Analyst,Small,Mid,73.0,17.0,63.0,Low,2.0,4.0,59.0,3.0,High
55.0,High School,10.0,Telecom,Support Specialist,Large,Entry,77.0,28.0,59.0,Medium,5.0,10.0,76.0,25.0,High
35.0,High School,14.0,Education,Teacher,Large,Mid,73.0,16.0,80.0,High,9.0,27.0,55.0,76.0,Medium
55.0,High School,1.0,Education,Research Assistant,Medium,Mid,88.0,0.0,33.0,Medium,2.0,5.0,46.0,16.0,High
43.0,Bachelor's,8.0,Finance,Financial Analyst,Large,Mid,64.0,47.0,93.0,Medium,4.0,6.0,33.0,10.0,Medium
52.0,Master's,0.0,Telecom,Support Specialist,Medium,Senior,27.0,87.0,83.0,Low,0.0,3.0,20.0,1.0,Low
36.0,High School,0.0,IT,Data Analyst,Large,Mid,18.0,78.0,33.0,Low,1.0,1.0,15.0,2.0,Medium
46.0,Bachelor's,10.0,Logistics,Supply Chain Analyst,Medium,Mid,22.0,73.0,71.0,Low,2.0,1.0,18.0,2.0,Low
43.0,Master's,17.0,Retail,Store Manager,Small,Senior,26.0,67.0,82.0,Low,2.0,2.0,11.0,4.0,Low
30.0,Master's,0.0,IT,ML Engineer,Medium,Entry,82.0,17.0,52.0,Medium,3.0,8.0,74.0,21.0,High
40.0,Master's,7.0,Education,Academic Coordinator,Small,Entry,84.0,3.0,70.0,Medium,5.0,14.0,56.0,29.0,High
25.0,PhD,4.0,Healthcare,Health Analyst,Medium,Entry,16.0,91.0,47.0,Low,1.0,4.0,11.0,2.0,Low
44.0,Bachelor's,15.0,Logistics,Supply Chain Analyst,Large,Senior,70.0,23.0,34.0,Medium,3.0,6.0,39.0,9.0,Medium
53.0,Master's,10.0,Manufacturing,Quality Engineer,Medium,Mid,86.0,12.0,34.0,Medium,4.0,10.0,56.0,8.0,High
53.0,PhD,4.0,Telecom,Operations Analyst,Large,Senior,86.0,12.0,63.0,High,5.0,30.0,47.0,53.0,Medium
24.0,High School,0.0,Telecom,Operations Analyst,Large,Senior,56.0,48.0,94.0,Medium,2.0,12.0,46.0,6.0,Medium
22.0,High School,0.0,Telecom,Support Specialist,Medium,Entry,84.0,0.0,35.0,Medium,2.0,9.0,62.0,18.0,High
23.0,Master's,2.0,Logistics,Dispatcher,Small,Entry,74.0,32.0,54.0,Medium,5.0,12.0,71.0,23.0,High
40.0,Bachelor's,10.0,Manufacturing,Quality Engineer,Small,Mid,58.0,48.0,42.0,Medium,4.0,7.0,50.0,9.0,High
60.0,Master's,6.0,IT,Data Analyst,Small,Entry,41.0,61.0,90.0,Low,0.0,5.0,24.0,8.0,Low
23.0,Master's,2.0,Finance,Financial Analyst,Medium,Entry,19.0,80.0,53.0,Low,2.0,2.0,18.0,3.0,Medium
46.0,Bachelor's,12.0,IT,Data Analyst,Medium,Senior,24.0,66.0,87.0,Low,0.0,1.0,13.0,2.0,Low
35.0,High School,11.0,IT,Software Engineer,Large,Mid,56.0,36.0,70.0,Medium,4.0,10.0,47.0,29.0,Medium
26.0,Bachelor's,5.0,Manufacturing,Operator,Large,Senior,34.0,62.0,65.0,Low,2.0,3.0,23.0,2.0,Low
42.0,Bachelor's,5.0,Logistics,Supply Chain Analyst,Medium,Mid,77.0,12.0,43.0,Medium,3.0,8.0,40.0,25.0,High
47.0,Master's,12.0,Finance,Accountant,Medium,Mid,28.0,66.0,77.0,Low,1.0,3.0,16.0,5.0,Low
25.0,Bachelor's,4.0,Retail,Inventory Analyst,Medium,Entry,11.0,88.0,64.0,Low,0.0,3.0,8.0,1.0,Low
54.0,Bachelor's,5.0,Manufacturing,Operator,Large,Mid,80.0,0.0,91.0,Medium,3.0,5.0,78.0,12.0,High
31.0,Master's,10.0,Logistics,Supply Chain Analyst,Large,Entry,38.0,41.0,87.0,Low,0.0,5.0,36.0,1.0,Medium
36.0,PhD,11.0,Education,Academic Coordinator,Large,Entry,45.0,63.0,50.0,Low,0.0,3.0,34.0,4.0,Low
41.0,Bachelor's,8.0,Logistics,Warehouse Manager,Large,Mid,22.0,75.0,74.0,Low,1.0,3.0,19.0,2.0,Low
51.0,PhD,12.0,Telecom,Support Specialist,Small,Mid,27.0,76.0,27.0,Low,2.0,3.0,12.0,6.0,Low
42.0,Bachelor's,15.0,Education,Teacher,Small,Mid,12.0,100.0,72.0,Low,2.0,5.0,6.0,1.0,Low
43.0,Master's,6.0,Education,Teacher,Small,Mid,66.0,42.0,91.0,Medium,5.0,14.0,41.0,28.0,Low
37.0,Master's,10.0,Telecom,Network Engineer,Medium,Mid,37.0,71.0,74.0,Low,0.0,5.0,31.0,8.0,Low
55.0,High School,6.0,Finance,Financial Analyst,Medium,Senior,82.0,16.0,88.0,Medium,2.0,10.0,79.0,23.0,High
34.0,Bachelor's,5.0,Logistics,Dispatcher,Small,Mid,33.0,51.0,82.0,Low,0.0,0.0,16.0,3.0,Low
39.0,High School,1.0,Manufacturing,Quality Engineer,Small,Senior,10.0,89.0,49.0,Low,0.0,4.0,5.0,8.0,Low
53.0,High School,9.0,Healthcare,Nurse,Medium,Entry,46.0,52.0,72.0,Medium,4.0,11.0,28.0,27.0,Medium
49.0,Bachelor's,2.0,Manufacturing,Operator,Medium,Mid,43.0,61.0,47.0,Low,0.0,2.0,19.0,8.0,Medium
41.0,Bachelor's,15.0,Retail,Sales Associate,Medium,Entry,37.0,65.0,89.0,Low,0.0,0.0,29.0,4.0,Medium
28.0,Master's,2.0,Telecom,Operations Analyst,Large,Senior,76.0,24.0,51.0,Medium,3.0,12.0,60.0,13.0,Medium
57.0,Master's,12.0,Education,Teacher,Large,Entry,59.0,46.0,92.0,Medium,3.0,14.0,32.0,8.0,Low
28.0,Master's,7.0,Manufacturing,Quality Engineer,Small,Entry,68.0,45.0,89.0,Low,0.0,5.0,54.0,5.0,High
54.0,Bachelor's,10.0,IT,ML Engineer,Medium,Entry,30.0,90.0,37.0,Low,2.0,3.0,14.0,7.0,Low
57.0,Master's,7.0,Education,Academic Coordinator,Small,Entry,80.0,15.0,31.0,Medium,2.0,5.0,66.0,18.0,High
57.0,Master's,6.0,Telecom,Operations Analyst,Small,Entry,38.0,76.0,68.0,Low,2.0,3.0,22.0,5.0,Low
